2025-09-04 10:06:51,646 | src.utils.logging_config | INFO | setup_logging:144 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Logging system initialized | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | log_dir=logs | main_log=pipeline_comprehensive.log
2025-09-04 10:06:51,647 | src.utils.logging_config | INFO | setup_pipeline_logging:427 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Pipeline logging system initialized
2025-09-04 10:06:51,648 | src.utils.progress_tracker | INFO | __init__:142 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Progress tracker initialized: Lending Club ML Pipeline
2025-09-04 10:06:51,648 | root | INFO | setup_infrastructure:118 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Infrastructure setup completed
2025-09-04 10:06:51,648 | main_pipeline | INFO | wrapper:350 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | SUCCESS: setup_infrastructure
2025-09-04 10:06:51,648 | root | INFO | run:410 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Starting data loading and validation phase
2025-09-04 10:06:51,648 | src.utils.progress_tracker | INFO | update:204 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Progress update: Loading and validating data...
2025-09-04 10:06:51,648 | main_pipeline | INFO | wrapper:335 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ENTRY: load_and_validate_data
2025-09-04 10:06:51,649 | src.lending_club.data_pipeline | INFO | wrapper:335 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ENTRY: load_quarterly_data
2025-09-04 10:06:51,649 | src.lending_club.data_pipeline | INFO | load_quarterly_data:49 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loading data for 2016Q1 from data/2016Q1.csv
2025-09-04 10:06:53,415 | src.lending_club.data_pipeline | INFO | _validate_temporal_constraints:202 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | 2016Q1: Temporal validation completed
2025-09-04 10:06:53,415 | src.lending_club.data_pipeline | INFO | load_quarterly_data:62 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loaded 133887 rows for 2016Q1
2025-09-04 10:06:53,416 | src.lending_club.data_pipeline | INFO | load_quarterly_data:49 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loading data for 2016Q2 from data/2016Q2.csv
2025-09-04 10:06:54,641 | src.lending_club.data_pipeline | INFO | _validate_temporal_constraints:202 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | 2016Q2: Temporal validation completed
2025-09-04 10:06:54,641 | src.lending_club.data_pipeline | INFO | load_quarterly_data:62 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loaded 97854 rows for 2016Q2
2025-09-04 10:06:54,641 | src.lending_club.data_pipeline | INFO | load_quarterly_data:49 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loading data for 2016Q3 from data/2016Q3.csv
2025-09-04 10:06:55,958 | src.lending_club.data_pipeline | INFO | _validate_temporal_constraints:202 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | 2016Q3: Temporal validation completed
2025-09-04 10:06:55,958 | src.lending_club.data_pipeline | INFO | load_quarterly_data:62 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loaded 99120 rows for 2016Q3
2025-09-04 10:06:56,378 | src.lending_club.data_pipeline | INFO | load_quarterly_data:71 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Combined data loaded: 330861 rows across 3 quarters
2025-09-04 10:07:02,260 | data_operations | INFO | track_operation:253 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Data transformation tracked
2025-09-04 10:07:02,288 | src.lending_club.data_pipeline | INFO | wrapper:350 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | SUCCESS: load_quarterly_data
2025-09-04 10:07:02,288 | src.lending_club.data_pipeline | INFO | wrapper:335 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ENTRY: load_quarterly_data
2025-09-04 10:07:02,288 | src.lending_club.data_pipeline | INFO | load_quarterly_data:49 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loading data for 2016Q4 from data/2016Q4.csv
2025-09-04 10:07:03,562 | src.lending_club.data_pipeline | INFO | _validate_temporal_constraints:202 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | 2016Q4: Temporal validation completed
2025-09-04 10:07:03,562 | src.lending_club.data_pipeline | INFO | load_quarterly_data:62 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loaded 103546 rows for 2016Q4
2025-09-04 10:07:03,637 | src.lending_club.data_pipeline | INFO | load_quarterly_data:71 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Combined data loaded: 103546 rows across 1 quarters
2025-09-04 10:07:05,392 | data_operations | INFO | track_operation:253 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Data transformation tracked
2025-09-04 10:07:05,400 | src.lending_club.data_pipeline | INFO | wrapper:350 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | SUCCESS: load_quarterly_data
2025-09-04 10:07:05,400 | src.lending_club.data_pipeline | INFO | wrapper:335 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ENTRY: load_quarterly_data
2025-09-04 10:07:05,401 | src.lending_club.data_pipeline | INFO | load_quarterly_data:49 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loading data for 2017Q1 from data/2017Q1.csv
2025-09-04 10:07:06,572 | src.lending_club.data_pipeline | INFO | _validate_temporal_constraints:202 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | 2017Q1: Temporal validation completed
2025-09-04 10:07:06,572 | src.lending_club.data_pipeline | INFO | load_quarterly_data:62 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Loaded 96779 rows for 2017Q1
2025-09-04 10:07:06,645 | src.lending_club.data_pipeline | INFO | load_quarterly_data:71 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Combined data loaded: 96779 rows across 1 quarters
2025-09-04 10:07:08,320 | data_operations | INFO | track_operation:253 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Data transformation tracked
2025-09-04 10:07:08,328 | src.lending_club.data_pipeline | INFO | wrapper:350 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | SUCCESS: load_quarterly_data
2025-09-04 10:07:08,328 | src.lending_club.data_pipeline | INFO | wrapper:335 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ENTRY: validate_data_quality
2025-09-04 10:07:08,458 | src.lending_club.data_pipeline | WARNING | _analyze_missing_values:268 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Columns with high missing rates (>50.0%): ['mths_since_last_record', 'mths_since_last_major_derog', 'annual_inc_joint', 'dti_joint', 'verification_status_joint', 'mths_since_recent_bc_dlq', 'mths_since_recent_revol_delinq', 'revol_bal_joint', 'sec_app_fico_range_low', 'sec_app_fico_range_high', 'sec_app_earliest_cr_line', 'sec_app_inq_last_6mths', 'sec_app_mort_acc', 'sec_app_open_acc', 'sec_app_revol_util', 'sec_app_open_act_il', 'sec_app_num_rev_accts', 'sec_app_chargeoff_within_12_mths', 'sec_app_collections_12_mths_ex_med', 'sec_app_mths_since_last_major_derog']
2025-09-04 10:07:11,202 | src.lending_club.data_pipeline | INFO | validate_data_quality:242 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ✅ Data quality validation PASSED (score: 0.737)
2025-09-04 10:07:11,202 | src.lending_club.data_pipeline | INFO | wrapper:350 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | SUCCESS: validate_data_quality
2025-09-04 10:07:11,202 | root | INFO | load_and_validate_data:151 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Training data quality PASSED: 0.737
2025-09-04 10:07:11,202 | src.lending_club.data_pipeline | INFO | wrapper:335 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ENTRY: validate_data_quality
2025-09-04 10:07:11,243 | src.lending_club.data_pipeline | WARNING | _analyze_missing_values:268 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Columns with high missing rates (>50.0%): ['mths_since_last_record', 'mths_since_last_major_derog', 'annual_inc_joint', 'dti_joint', 'verification_status_joint', 'mths_since_recent_bc_dlq', 'mths_since_recent_revol_delinq', 'revol_bal_joint', 'sec_app_fico_range_low', 'sec_app_fico_range_high', 'sec_app_earliest_cr_line', 'sec_app_inq_last_6mths', 'sec_app_mort_acc', 'sec_app_open_acc', 'sec_app_revol_util', 'sec_app_open_act_il', 'sec_app_num_rev_accts', 'sec_app_chargeoff_within_12_mths', 'sec_app_collections_12_mths_ex_med', 'sec_app_mths_since_last_major_derog']
2025-09-04 10:07:12,134 | src.lending_club.data_pipeline | INFO | validate_data_quality:242 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ✅ Data quality validation PASSED (score: 0.733)
2025-09-04 10:07:12,134 | src.lending_club.data_pipeline | INFO | wrapper:350 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | SUCCESS: validate_data_quality
2025-09-04 10:07:12,134 | root | INFO | load_and_validate_data:151 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Validation data quality PASSED: 0.733
2025-09-04 10:07:12,134 | src.lending_club.data_pipeline | INFO | wrapper:335 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ENTRY: validate_data_quality
2025-09-04 10:07:12,173 | src.lending_club.data_pipeline | WARNING | _analyze_missing_values:268 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | Columns with high missing rates (>50.0%): ['mths_since_last_record', 'mths_since_last_major_derog', 'annual_inc_joint', 'dti_joint', 'verification_status_joint', 'mths_since_recent_bc_dlq', 'mths_since_recent_revol_delinq', 'revol_bal_joint', 'sec_app_fico_range_low', 'sec_app_fico_range_high', 'sec_app_earliest_cr_line', 'sec_app_inq_last_6mths', 'sec_app_mort_acc', 'sec_app_open_acc', 'sec_app_revol_util', 'sec_app_open_act_il', 'sec_app_num_rev_accts', 'sec_app_chargeoff_within_12_mths', 'sec_app_collections_12_mths_ex_med', 'sec_app_mths_since_last_major_derog']
2025-09-04 10:07:13,042 | src.lending_club.data_pipeline | INFO | validate_data_quality:242 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | ✅ Data quality validation PASSED (score: 0.741)
2025-09-04 10:07:13,042 | src.lending_club.data_pipeline | INFO | wrapper:350 | exec_id=ee3e8406-254d-4460-a076-e246e4b5e3c3 | SUCCESS: validate_data_quality
